Id,Kind,Key,Label,Properties
ability:183,ability,183,Ability 183,
component:493,component,493,Component 493,
effect:1,effect,1,Effect 1,
effect:1420,effect,1420,Effect 1420,
effect:183,effect,183,Effect 183,
effect:2794,effect,2794,Effect 2794,
effect:639,effect,639,Effect 639,
effect:957,effect,957,Effect 957,
row:abilities.csv|line=211;AbilityId=183,row,abilities.csv|line=211;AbilityId=183,abilities.csv line=211;AbilityId=183,line_number=211 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv
row:abilitycomponentexport.bin|record=6936;ComponentId=493;offset=1213753,row,abilitycomponentexport.bin|record=6936;ComponentId=493;offset=1213753,abilitycomponentexport.bin record=6936;ComponentId=493;offset=1213753,byte_offset=1213753 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=184;EntryId=183,row,abilitydesc.txt|line=184;EntryId=183,abilitydesc.txt line=184;EntryId=183,line_number=184 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt
row:abilityexport.bin|record=1080;AbilityId=183;offset=210357,row,abilityexport.bin|record=1080;AbilityId=183;offset=210357,abilityexport.bin record=1080;AbilityId=183;offset=210357,byte_offset=210357 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=184;EntryId=183,row,abilitynames.txt|line=184;EntryId=183,abilitynames.txt line=184;EntryId=183,line_number=184 | normalized_value=Test T3R6 Attack | raw_value=Test T3R6 Attack^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:componenteffects.txt|line=494;EntryId=493,row,componenteffects.txt|line=494;EntryId=493,componenteffects.txt line=494;EntryId=493,line_number=494 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=1036;EffectId=957,row,effects.csv|line=1036;EffectId=957,effects.csv line=1036;EffectId=957,line_number=1036 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=1493;EffectId=1420,row,effects.csv|line=1493;EffectId=1420,effects.csv line=1493;EffectId=1420,line_number=1493 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=202;EffectId=183,row,effects.csv|line=202;EffectId=183,effects.csv line=202;EffectId=183,line_number=202 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=2895;EffectId=2794,row,effects.csv|line=2895;EffectId=2794,effects.csv line=2895;EffectId=2794,line_number=2895 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=6;EffectId=1,row,effects.csv|line=6;EffectId=1,effects.csv line=6;EffectId=1,line_number=6 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=700;EffectId=639,row,effects.csv|line=700;EffectId=639,effects.csv line=700;EffectId=639,line_number=700 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
