Id,Kind,Key,Label,Properties
ability:779,ability,779,Ability 779,
component:1119,component,1119,Component 1119,
component:1192,component,1192,Component 1192,
component:3189,component,3189,Component 3189,
effect:313,effect,313,Effect 313,
effect:779,effect,779,Effect 779,
row:abilities.csv|line=868;AbilityId=779,row,abilities.csv|line=868;AbilityId=779,abilities.csv line=868;AbilityId=779,line_number=868 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv
row:abilitycomponentexport.bin|record=1683;ComponentId=3189;offset=290077,row,abilitycomponentexport.bin|record=1683;ComponentId=3189;offset=290077,abilitycomponentexport.bin record=1683;ComponentId=3189;offset=290077,byte_offset=290077 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=619;ComponentId=1119;offset=103817,row,abilitycomponentexport.bin|record=619;ComponentId=1119;offset=103817,abilitycomponentexport.bin record=619;ComponentId=1119;offset=103817,byte_offset=103817 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=692;ComponentId=1192;offset=115044,row,abilitycomponentexport.bin|record=692;ComponentId=1192;offset=115044,abilitycomponentexport.bin record=692;ComponentId=1192;offset=115044,byte_offset=115044 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=780;EntryId=779,row,abilitydesc.txt|line=780;EntryId=779,abilitydesc.txt line=780;EntryId=779,"line_number=780 | normalized_value=Any time you are attacked, there is a 25% chance that you will become protected by a magical barrier for up to {COM_1_VAL0_COM_0_DURA_SECONDS}, which will absorb up to {COM_1_VAL0_COM_0_VAL1_DAMAGE}.<BR>This effect will not trigger more than once every 3 seconds. | raw_value=Any time you are attacked, there is a 25% chance that you will become protected by a magical barrier for up to {COM_1_VAL0_COM_0_DURA_SECONDS}, which will absorb up to {COM_1_VAL0_COM_0_VAL1_DAMAGE}.<BR>This effect will not trigger more than once every 3 seconds. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt"
row:abilityexport.bin|record=1444;AbilityId=779;offset=282029,row,abilityexport.bin|record=1444;AbilityId=779;offset=282029,abilityexport.bin record=1444;AbilityId=779;offset=282029,byte_offset=282029 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=780;EntryId=779,row,abilitynames.txt|line=780;EntryId=779,abilitynames.txt line=780;EntryId=779,line_number=780 | normalized_value=Emperor's Ward | raw_value=Emperor's Ward^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:componenteffects.txt|line=1120;EntryId=1119,row,componenteffects.txt|line=1120;EntryId=1119,componenteffects.txt line=1120;EntryId=1119,line_number=1120 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=1193;EntryId=1192,row,componenteffects.txt|line=1193;EntryId=1192,componenteffects.txt line=1193;EntryId=1192,line_number=1193 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=3190;EntryId=3189,row,componenteffects.txt|line=3190;EntryId=3189,componenteffects.txt line=3190;EntryId=3189,line_number=3190 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=350;EffectId=313,row,effects.csv|line=350;EffectId=313,effects.csv line=350;EffectId=313,line_number=350 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=851;EffectId=779,row,effects.csv|line=851;EffectId=779,effects.csv line=851;EffectId=779,line_number=851 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
