Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9331,row:abilityexport.bin|record=6556;AbilityId=9331;offset=1314248,abilityexport.bin,
edge:25,declared_by,component:12361,row:abilitycomponentexport.bin|record=5877;ComponentId=12361;offset=1029049,abilitycomponentexport.bin,
edge:26,declared_by,component:12362,row:abilitycomponentexport.bin|record=5878;ComponentId=12362;offset=1029215,abilitycomponentexport.bin,
edge:27,declared_by,component:12742,row:abilitycomponentexport.bin|record=6248;ComponentId=12742;offset=1094331,abilitycomponentexport.bin,
edge:28,declared_by,component:12743,row:abilitycomponentexport.bin|record=6249;ComponentId=12743;offset=1094497,abilitycomponentexport.bin,
edge:17,declared_by,effect:1034,row:effects.csv|line=1097;EffectId=1034,effects.csv,
edge:19,declared_by,effect:1181,row:effects.csv|line=1243;EffectId=1181,effects.csv,
edge:20,declared_by,effect:1446,row:effects.csv|line=1520;EffectId=1446,effects.csv,
edge:13,declared_by,effect:206,row:effects.csv|line=226;EffectId=206,effects.csv,
edge:6,declared_by,effect:23,row:effects.csv|line=29;EffectId=23,effects.csv,
edge:21,declared_by,effect:2467,row:effects.csv|line=2554;EffectId=2467,effects.csv,
edge:24,declared_by,effect:2989,row:effects.csv|line=3098;EffectId=2989,effects.csv,
edge:10,declared_by,effect:49,row:effects.csv|line=57;EffectId=49,effects.csv,
edge:15,declared_by,effect:591,row:effects.csv|line=651;EffectId=591,effects.csv,
edge:16,declared_by,effect:640,row:effects.csv|line=701;EffectId=640,effects.csv,
edge:29,declared_by,requirement:9363,row:abilityrequirementexport.bin|record=362;RequirementId=9363;offset=35398,abilityrequirementexport.bin,
edge:30,declared_by,requirement:9373,row:abilityrequirementexport.bin|record=372;RequirementId=9373;offset=36450,abilityrequirementexport.bin,
edge:31,declared_by,requirement:9383,row:abilityrequirementexport.bin|record=382;RequirementId=9383;offset=37436,abilityrequirementexport.bin,
edge:18,linked_effect,effect:1034,effect:23,Build Up,claim:19
edge:14,linked_effect,effect:206,effect:1034,Impact,claim:15
edge:9,linked_effect,effect:23,effect:49,Impact,claim:10
edge:8,linked_effect,effect:23,effect:591,Projectile,claim:9
edge:7,linked_effect,effect:23,effect:640,Cast,claim:8
edge:23,linked_effect,effect:2467,effect:206,Impact,claim:24
edge:22,linked_effect,effect:2467,effect:2989,Activate,claim:23
edge:11,linked_effect,effect:49,effect:1181,Projectile,claim:12
edge:12,linked_effect,effect:49,effect:1446,Impact,claim:13
edge:37,localized_component_description,component:12361,row:componenteffects.txt|line=12362;EntryId=12361,componenteffects.txt,claim:50
edge:38,localized_component_description,component:12362,row:componenteffects.txt|line=12363;EntryId=12362,componenteffects.txt,claim:51
edge:39,localized_component_description,component:12742,row:componenteffects.txt|line=12743;EntryId=12742,componenteffects.txt,claim:52
edge:40,localized_component_description,component:12743,row:componenteffects.txt|line=12744;EntryId=12743,componenteffects.txt,claim:53
edge:36,localized_description,ability:9331,row:abilitydesc.txt|line=9332;EntryId=9331,abilitydesc.txt,claim:49
edge:35,localized_name,ability:9331,row:abilitynames.txt|line=9332;EntryId=9331,abilitynames.txt,claim:48
edge:32,requires,ability:9331,requirement:9363,ExtData[0].Val6,claim:45
edge:33,requires,requirement:9363,requirement:9373,ExtData[0].Val6,claim:46
edge:34,requires,requirement:9363,requirement:9383,ExtData[1].Val6,claim:47
edge:3,uses_component,ability:9331,component:12361,abilityexport.bin,
edge:4,uses_component,ability:9331,component:12362,abilityexport.bin,
edge:2,uses_component,ability:9331,component:12742,abilityexport.bin,
edge:5,uses_component,ability:9331,component:12743,abilityexport.bin,
