Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:24824,row:abilityexport.bin|record=9996;AbilityId=24824;offset=1995402,abilityexport.bin,
edge:13,declared_by,component:26566,row:abilitycomponentexport.bin|record=16673;ComponentId=26566;offset=2833560,abilitycomponentexport.bin,
edge:14,declared_by,component:26567,row:abilitycomponentexport.bin|record=16674;ComponentId=26567;offset=2833693,abilitycomponentexport.bin,
edge:15,declared_by,component:26568,row:abilitycomponentexport.bin|record=16675;ComponentId=26568;offset=2833892,abilitycomponentexport.bin,
edge:16,declared_by,component:26569,row:abilitycomponentexport.bin|record=16676;ComponentId=26569;offset=2834091,abilitycomponentexport.bin,
edge:17,declared_by,component:26570,row:abilitycomponentexport.bin|record=16677;ComponentId=26570;offset=2834257,abilitycomponentexport.bin,
edge:18,declared_by,component:26571,row:abilitycomponentexport.bin|record=16678;ComponentId=26571;offset=2834423,abilitycomponentexport.bin,
edge:12,declared_by,component:343,row:abilitycomponentexport.bin|record=6792;ComponentId=343;offset=1187902,abilitycomponentexport.bin,
edge:9,declared_by,effect:110,row:effects.csv|line=126;EffectId=110,effects.csv,
edge:10,declared_by,effect:4833,row:effects.csv|line=4444;EffectId=4833,effects.csv,
edge:11,linked_effect,effect:4833,effect:110,Projectile,claim:9
edge:22,localized_component_description,component:26566,row:componenteffects.txt|line=26567;EntryId=26566,componenteffects.txt,claim:41
edge:23,localized_component_description,component:26567,row:componenteffects.txt|line=26568;EntryId=26567,componenteffects.txt,claim:42
edge:24,localized_component_description,component:26568,row:componenteffects.txt|line=26569;EntryId=26568,componenteffects.txt,claim:43
edge:25,localized_component_description,component:26569,row:componenteffects.txt|line=26570;EntryId=26569,componenteffects.txt,claim:44
edge:26,localized_component_description,component:26570,row:componenteffects.txt|line=26571;EntryId=26570,componenteffects.txt,claim:45
edge:27,localized_component_description,component:26571,row:componenteffects.txt|line=26572;EntryId=26571,componenteffects.txt,claim:46
edge:21,localized_component_description,component:343,row:componenteffects.txt|line=344;EntryId=343,componenteffects.txt,claim:40
edge:20,localized_description,ability:24824,row:abilitydesc.txt|line=24825;EntryId=24824,abilitydesc.txt,claim:39
edge:19,localized_name,ability:24824,row:abilitynames.txt|line=24825;EntryId=24824,abilitynames.txt,claim:38
edge:3,uses_component,ability:24824,component:26566,abilityexport.bin,
edge:4,uses_component,ability:24824,component:26567,abilityexport.bin,
edge:5,uses_component,ability:24824,component:26568,abilityexport.bin,
edge:6,uses_component,ability:24824,component:26569,abilityexport.bin,
edge:7,uses_component,ability:24824,component:26570,abilityexport.bin,
edge:2,uses_component,ability:24824,component:26571,abilityexport.bin,
edge:8,uses_component,ability:24824,component:343,abilityexport.bin,
