Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9336,row:abilityexport.bin|record=6561;AbilityId=9336;offset=1315284,abilityexport.bin,
edge:16,declared_by,component:12395,row:abilitycomponentexport.bin|record=5911;ComponentId=12395;offset=1034924,abilitycomponentexport.bin,
edge:15,declared_by,component:127,row:abilitycomponentexport.bin|record=6602;ComponentId=127;offset=1154778,abilitycomponentexport.bin,
edge:17,declared_by,component:12734,row:abilitycomponentexport.bin|record=6240;ComponentId=12734;offset=1093003,abilitycomponentexport.bin,
edge:18,declared_by,component:12735,row:abilitycomponentexport.bin|record=6241;ComponentId=12735;offset=1093169,abilitycomponentexport.bin,
edge:6,declared_by,effect:201,row:effects.csv|line=220;EffectId=201,effects.csv,
edge:12,declared_by,effect:2030,row:effects.csv|line=2097;EffectId=2030,effects.csv,
edge:13,declared_by,effect:2484,row:effects.csv|line=2559;EffectId=2484,effects.csv,
edge:8,declared_by,effect:557,row:effects.csv|line=616;EffectId=557,effects.csv,
edge:10,declared_by,effect:920,row:effects.csv|line=998;EffectId=920,effects.csv,
edge:19,declared_by,requirement:9369,row:abilityrequirementexport.bin|record=368;RequirementId=9369;offset=36082,abilityrequirementexport.bin,
edge:20,declared_by,requirement:9379,row:abilityrequirementexport.bin|record=378;RequirementId=9379;offset=37068,abilityrequirementexport.bin,
edge:21,declared_by,requirement:9389,row:abilityrequirementexport.bin|record=388;RequirementId=9389;offset=38054,abilityrequirementexport.bin,
edge:7,linked_effect,effect:201,effect:920,Impact,claim:8
edge:14,linked_effect,effect:2484,effect:201,Activate,claim:15
edge:9,linked_effect,effect:557,effect:2030,Activate,claim:10
edge:11,linked_effect,effect:920,effect:557,Cast,claim:12
edge:28,localized_component_description,component:12395,row:componenteffects.txt|line=12396;EntryId=12395,componenteffects.txt,claim:41
edge:27,localized_component_description,component:127,row:componenteffects.txt|line=128;EntryId=127,componenteffects.txt,claim:40
edge:29,localized_component_description,component:12734,row:componenteffects.txt|line=12735;EntryId=12734,componenteffects.txt,claim:42
edge:30,localized_component_description,component:12735,row:componenteffects.txt|line=12736;EntryId=12735,componenteffects.txt,claim:43
edge:26,localized_description,ability:9336,row:abilitydesc.txt|line=9337;EntryId=9336,abilitydesc.txt,claim:39
edge:25,localized_name,ability:9336,row:abilitynames.txt|line=9337;EntryId=9336,abilitynames.txt,claim:38
edge:22,requires,ability:9336,requirement:9369,ExtData[0].Val6,claim:35
edge:23,requires,requirement:9369,requirement:9379,ExtData[0].Val6,claim:36
edge:24,requires,requirement:9369,requirement:9389,ExtData[1].Val6,claim:37
edge:3,uses_component,ability:9336,component:12395,abilityexport.bin,
edge:4,uses_component,ability:9336,component:127,abilityexport.bin,
edge:2,uses_component,ability:9336,component:12734,abilityexport.bin,
edge:5,uses_component,ability:9336,component:12735,abilityexport.bin,
