Id,Kind,Key,Label,Properties
ability:3702,ability,3702,Ability 3702,
component:11272,component,11272,Component 11272,
component:11273,component,11273,Component 11273,
effect:2713,effect,2713,Effect 2713,
effect:3701,effect,3701,Effect 3701,
row:abilities.csv|line=3842;AbilityId=3702,row,abilities.csv|line=3842;AbilityId=3702,abilities.csv line=3842;AbilityId=3702,line_number=3842 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv
row:abilitycomponentexport.bin|record=4805;ComponentId=11272;offset=837138,row,abilitycomponentexport.bin|record=4805;ComponentId=11272;offset=837138,abilitycomponentexport.bin record=4805;ComponentId=11272;offset=837138,byte_offset=837138 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=4806;ComponentId=11273;offset=837370,row,abilitycomponentexport.bin|record=4806;ComponentId=11273;offset=837370,abilitycomponentexport.bin record=4806;ComponentId=11273;offset=837370,byte_offset=837370 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=3703;EntryId=3702,row,abilitydesc.txt|line=3703;EntryId=3702,abilitydesc.txt line=3703;EntryId=3702,line_number=3703 | normalized_value=A Covenant is increasing your Armor and Initiative. | raw_value=A Covenant is increasing your Armor and Initiative. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt
row:abilityexport.bin|record=640;AbilityId=3702;offset=124073,row,abilityexport.bin|record=640;AbilityId=3702;offset=124073,abilityexport.bin record=640;AbilityId=3702;offset=124073,byte_offset=124073 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=3703;EntryId=3702,row,abilitynames.txt|line=3703;EntryId=3702,abilitynames.txt line=3703;EntryId=3702,line_number=3703 | normalized_value=Dark Agility | raw_value=Dark Agility^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:componenteffects.txt|line=11273;EntryId=11272,row,componenteffects.txt|line=11273;EntryId=11272,componenteffects.txt line=11273;EntryId=11272,line_number=11273 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=11274;EntryId=11273,row,componenteffects.txt|line=11274;EntryId=11273,componenteffects.txt line=11274;EntryId=11273,line_number=11274 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=2810;EffectId=2713,row,effects.csv|line=2810;EffectId=2713,effects.csv line=2810;EffectId=2713,line_number=2810 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=3719;EffectId=3701,row,effects.csv|line=3719;EffectId=3701,effects.csv line=3719;EffectId=3701,line_number=3719 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
