Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:406,row:abilities.csv|line=469;AbilityId=406,abilities.csv,
edge:2,declared_by,ability:406,row:abilityexport.bin|record=1273;AbilityId=406;offset=247997,abilityexport.bin,
edge:8,declared_by,component:334,row:abilitycomponentexport.bin|record=6783;ComponentId=334;offset=1186177,abilitycomponentexport.bin,
edge:9,declared_by,component:471,row:abilitycomponentexport.bin|record=6918;ComponentId=471;offset=1209181,abilitycomponentexport.bin,
edge:10,declared_by,component:472,row:abilitycomponentexport.bin|record=6919;ComponentId=472;offset=1209479,abilitycomponentexport.bin,
edge:6,declared_by,effect:105,row:effects.csv|line=120;EffectId=105,effects.csv,
edge:7,declared_by,effect:406,row:effects.csv|line=451;EffectId=406,effects.csv,
edge:13,localized_component_description,component:334,row:componenteffects.txt|line=335;EntryId=334,componenteffects.txt,claim:25
edge:14,localized_component_description,component:471,row:componenteffects.txt|line=472;EntryId=471,componenteffects.txt,claim:26
edge:15,localized_component_description,component:472,row:componenteffects.txt|line=473;EntryId=472,componenteffects.txt,claim:27
edge:12,localized_description,ability:406,row:abilitydesc.txt|line=407;EntryId=406,abilitydesc.txt,claim:24
edge:11,localized_name,ability:406,row:abilitynames.txt|line=407;EntryId=406,abilitynames.txt,claim:23
edge:3,uses_component,ability:406,component:334,abilityexport.bin,
edge:4,uses_component,ability:406,component:471,abilityexport.bin,
edge:5,uses_component,ability:406,component:472,abilityexport.bin,
