Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9342,row:abilityexport.bin|record=6564;AbilityId=9342;offset=1315998,abilityexport.bin,
edge:42,declared_by,component:12372,row:abilitycomponentexport.bin|record=5888;ComponentId=12372;offset=1030941,abilitycomponentexport.bin,
edge:43,declared_by,component:12746,row:abilitycomponentexport.bin|record=6252;ComponentId=12746;offset=1094995,abilitycomponentexport.bin,
edge:44,declared_by,component:12747,row:abilitycomponentexport.bin|record=6253;ComponentId=12747;offset=1095161,abilitycomponentexport.bin,
edge:45,declared_by,component:12748,row:abilitycomponentexport.bin|record=6254;ComponentId=12748;offset=1095327,abilitycomponentexport.bin,
edge:46,declared_by,component:12749,row:abilitycomponentexport.bin|record=6255;ComponentId=12749;offset=1095493,abilitycomponentexport.bin,
edge:22,declared_by,effect:1433,row:effects.csv|line=1506;EffectId=1433,effects.csv,
edge:24,declared_by,effect:1802,row:effects.csv|line=1890;EffectId=1802,effects.csv,
edge:27,declared_by,effect:1804,row:effects.csv|line=1892;EffectId=1804,effects.csv,
edge:29,declared_by,effect:2023,row:effects.csv|line=2090;EffectId=2023,effects.csv,
edge:7,declared_by,effect:204,row:effects.csv|line=224;EffectId=204,effects.csv,
edge:30,declared_by,effect:2088,row:effects.csv|line=2158;EffectId=2088,effects.csv,
edge:32,declared_by,effect:2352,row:effects.csv|line=2435;EffectId=2352,effects.csv,
edge:33,declared_by,effect:2478,row:effects.csv|line=2565;EffectId=2478,effects.csv,
edge:36,declared_by,effect:2740,row:effects.csv|line=2838;EffectId=2740,effects.csv,
edge:37,declared_by,effect:2744,row:effects.csv|line=2842;EffectId=2744,effects.csv,
edge:38,declared_by,effect:2972,row:effects.csv|line=3078;EffectId=2972,effects.csv,
edge:41,declared_by,effect:2991,row:effects.csv|line=3100;EffectId=2991,effects.csv,
edge:9,declared_by,effect:445,row:effects.csv|line=498;EffectId=445,effects.csv,
edge:11,declared_by,effect:448,row:effects.csv|line=502;EffectId=448,effects.csv,
edge:13,declared_by,effect:541,row:effects.csv|line=599;EffectId=541,effects.csv,
edge:15,declared_by,effect:545,row:effects.csv|line=603;EffectId=545,effects.csv,
edge:17,declared_by,effect:614,row:effects.csv|line=675;EffectId=614,effects.csv,
edge:20,declared_by,effect:921,row:effects.csv|line=999;EffectId=921,effects.csv,
edge:47,declared_by,requirement:9066,row:abilityrequirementexport.bin|record=65;RequirementId=9066;offset=5929,abilityrequirementexport.bin,
edge:48,declared_by,requirement:9076,row:abilityrequirementexport.bin|record=75;RequirementId=9076;offset=6981,abilityrequirementexport.bin,
edge:49,declared_by,requirement:9212,row:abilityrequirementexport.bin|record=211;RequirementId=9212;offset=21077,abilityrequirementexport.bin,
edge:50,declared_by,requirement:9364,row:abilityrequirementexport.bin|record=363;RequirementId=9364;offset=35490,abilityrequirementexport.bin,
edge:51,declared_by,requirement:9374,row:abilityrequirementexport.bin|record=373;RequirementId=9374;offset=36542,abilityrequirementexport.bin,
edge:52,declared_by,requirement:9384,row:abilityrequirementexport.bin|record=383;RequirementId=9384;offset=37528,abilityrequirementexport.bin,
edge:53,declared_by,requirement:9394,row:abilityrequirementexport.bin|record=393;RequirementId=9394;offset=38547,abilityrequirementexport.bin,
edge:54,declared_by,requirement:9397,row:abilityrequirementexport.bin|record=396;RequirementId=9397;offset=38922,abilityrequirementexport.bin,
edge:55,declared_by,requirement:9399,row:abilityrequirementexport.bin|record=398;RequirementId=9399;offset=39172,abilityrequirementexport.bin,
edge:56,declared_by,requirement:9400,row:abilityrequirementexport.bin|record=399;RequirementId=9400;offset=39264,abilityrequirementexport.bin,
edge:57,declared_by,requirement:9401,row:abilityrequirementexport.bin|record=400;RequirementId=9401;offset=39356,abilityrequirementexport.bin,
