Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:7,Ability:3682,ApCost,ActionPoints,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,ApCost,client_bin,abilityexport.bin
claim:8,Ability:3682,CareerLine,CareerLineId,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,CareerLine,client_bin,abilityexport.bin
claim:4,Ability:3682,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,CastTime,client_bin,abilityexport.bin
claim:5,Ability:3682,Cooldown,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,Cooldown,client_bin,abilityexport.bin
claim:19,Ability:3682,Description,AbilityDescription,,,,client_strings,abilitydesc.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt,line=3683;EntryId=3682,3683,0,value,localized_string,abilitydesc.txt
claim:3,Ability:3682,EffectId,EffectId,89,89,89,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,EffectId,client_bin,abilityexport.bin
claim:2,Ability:3682,EffectId,EffectId,3682,3682,3682,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=3821;AbilityId=3682,3821,0,Effect,client_contract,abilities.csv
claim:1,Ability:3682,Name,AbilityName,,,,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=3821;AbilityId=3682,3821,0,name,client_contract,abilities.csv
claim:18,Ability:3682,Name,AbilityName,Knocked Down,Knocked Down^n,Knocked Down,client_strings,abilitynames.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt,line=3683;EntryId=3682,3683,0,value,localized_string,abilitynames.txt
claim:6,Ability:3682,Range,Feet,2000,2000,2000,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=620;AbilityId=3682;offset=120193,0,120193,Range,client_bin,abilityexport.bin
claim:20,Component:329,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=330;EntryId=329,330,0,value,localized_string,componenteffects.txt
claim:12,Component:329,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Duration,client_bin,abilitycomponentexport.bin
claim:13,Component:329,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Interval,client_bin,abilitycomponentexport.bin
claim:10,Component:329,Operation,ComponentOperation,23,23,23,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Operation,client_bin,abilitycomponentexport.bin
claim:11,Component:329,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Radius,client_bin,abilitycomponentexport.bin
claim:21,Component:674,Description,ComponentDescription,Knocked down!,Knocked down!,Knocked down!,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=675;EntryId=674,675,0,value,localized_string,componenteffects.txt
claim:16,Component:674,Duration,Milliseconds,3000,3000,3000,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=174;ComponentId=674;offset=29716,0,29716,Duration,client_bin,abilitycomponentexport.bin
claim:17,Component:674,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=174;ComponentId=674;offset=29716,0,29716,Interval,client_bin,abilitycomponentexport.bin
claim:14,Component:674,Operation,ComponentOperation,12,12,12,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=174;ComponentId=674;offset=29716,0,29716,Operation,client_bin,abilitycomponentexport.bin
claim:15,Component:674,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=174;ComponentId=674;offset=29716,0,29716,Radius,client_bin,abilitycomponentexport.bin
claim:9,Effect:89,Name,EffectName,Knocked Down,Knocked Down,Knocked Down,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=103;EffectId=89,103,0,Name,client_contract,effects.csv
