Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:3263,row:abilities.csv|line=3397;AbilityId=3263,abilities.csv,
edge:2,declared_by,ability:3263,row:abilityexport.bin|record=204;AbilityId=3263;offset=39456,abilityexport.bin,
edge:31,declared_by,component:12698,row:abilitycomponentexport.bin|record=6205;ComponentId=12698;offset=1086434,abilitycomponentexport.bin,
edge:32,declared_by,component:12703,row:abilitycomponentexport.bin|record=6210;ComponentId=12703;offset=1087099,abilitycomponentexport.bin,
edge:33,declared_by,component:12704,row:abilitycomponentexport.bin|record=6211;ComponentId=12704;offset=1087298,abilitycomponentexport.bin,
edge:34,declared_by,component:12705,row:abilitycomponentexport.bin|record=6212;ComponentId=12705;offset=1087530,abilitycomponentexport.bin,
edge:16,declared_by,effect:1758,row:effects.csv|line=1845;EffectId=1758,effects.csv,
edge:18,declared_by,effect:1765,row:effects.csv|line=1852;EffectId=1765,effects.csv,
edge:9,declared_by,effect:211,row:effects.csv|line=232;EffectId=211,effects.csv,
edge:19,declared_by,effect:2199,row:effects.csv|line=2274;EffectId=2199,effects.csv,
edge:20,declared_by,effect:2242,row:effects.csv|line=2319;EffectId=2242,effects.csv,
edge:22,declared_by,effect:2476,row:effects.csv|line=2563;EffectId=2476,effects.csv,
edge:23,declared_by,effect:2482,row:effects.csv|line=2569;EffectId=2482,effects.csv,
edge:25,declared_by,effect:2665,row:effects.csv|line=2760;EffectId=2665,effects.csv,
edge:27,declared_by,effect:2875,row:effects.csv|line=2978;EffectId=2875,effects.csv,
edge:28,declared_by,effect:3263,row:effects.csv|line=3367;EffectId=3263,effects.csv,
edge:12,declared_by,effect:752,row:effects.csv|line=819;EffectId=752,effects.csv,
edge:17,linked_effect,effect:1758,effect:2242,Activate,claim:17
edge:11,linked_effect,effect:211,effect:2875,Impact,claim:11
edge:10,linked_effect,effect:211,effect:2880,Projectile,claim:10
edge:21,linked_effect,effect:2242,effect:752,Activate,claim:21
edge:24,linked_effect,effect:2482,effect:1894,Activate,claim:24
edge:26,linked_effect,effect:2665,effect:2482,Activate,claim:26
edge:30,linked_effect,effect:3263,effect:1758,Impact,claim:30
edge:29,linked_effect,effect:3263,effect:1765,Projectile,claim:29
edge:15,linked_effect,effect:752,effect:211,Impact,claim:15
edge:14,linked_effect,effect:752,effect:2199,Projectile,claim:14
edge:13,linked_effect,effect:752,effect:2665,Activate,claim:13
edge:37,localized_component_description,component:12698,row:componenteffects.txt|line=12699;EntryId=12698,componenteffects.txt,claim:49
edge:38,localized_component_description,component:12703,row:componenteffects.txt|line=12704;EntryId=12703,componenteffects.txt,claim:50
edge:39,localized_component_description,component:12704,row:componenteffects.txt|line=12705;EntryId=12704,componenteffects.txt,claim:51
edge:40,localized_component_description,component:12705,row:componenteffects.txt|line=12706;EntryId=12705,componenteffects.txt,claim:52
edge:36,localized_description,ability:3263,row:abilitydesc.txt|line=3264;EntryId=3263,abilitydesc.txt,claim:48
edge:35,localized_name,ability:3263,row:abilitynames.txt|line=3264;EntryId=3263,abilitynames.txt,claim:47
edge:6,uses_component,ability:3263,component:12698,abilityexport.bin,
edge:7,uses_component,ability:3263,component:12698,abilityexport.bin,
edge:8,uses_component,ability:3263,component:12698,abilityexport.bin,
edge:3,uses_component,ability:3263,component:12703,abilityexport.bin,
edge:4,uses_component,ability:3263,component:12704,abilityexport.bin,
edge:5,uses_component,ability:3263,component:12705,abilityexport.bin,
