Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:355,row:abilities.csv|line=412;AbilityId=355,abilities.csv,
edge:2,declared_by,ability:355,row:abilityexport.bin|record=1238;AbilityId=355;offset=241207,abilityexport.bin,
edge:6,declared_by,component:12676,row:abilitycomponentexport.bin|record=6185;ComponentId=12676;offset=1082949,abilitycomponentexport.bin,
edge:7,declared_by,component:12708,row:abilitycomponentexport.bin|record=6215;ComponentId=12708;offset=1088061,abilitycomponentexport.bin,
edge:5,declared_by,effect:2476,row:effects.csv|line=2563;EffectId=2476,effects.csv,
edge:10,localized_component_description,component:12676,row:componenteffects.txt|line=12677;EntryId=12676,componenteffects.txt,claim:20
edge:11,localized_component_description,component:12708,row:componenteffects.txt|line=12709;EntryId=12708,componenteffects.txt,claim:21
edge:9,localized_description,ability:355,row:abilitydesc.txt|line=356;EntryId=355,abilitydesc.txt,claim:19
edge:8,localized_name,ability:355,row:abilitynames.txt|line=356;EntryId=355,abilitynames.txt,claim:18
edge:4,uses_component,ability:355,component:12676,abilityexport.bin,
edge:3,uses_component,ability:355,component:12708,abilityexport.bin,
