Id,Kind,Key,Label,Properties
ability:9345,ability,9345,Ability 9345,
component:12378,component,12378,Component 12378,
component:12379,component,12379,Component 12379,
component:12703,component,12703,Component 12703,
component:12759,component,12759,Component 12759,
effect:2481,effect,2481,Effect 2481,
requirement:9009,requirement,9009,Requirement 9009,
row:abilitycomponentexport.bin|record=5894;ComponentId=12378;offset=1032069,row,abilitycomponentexport.bin|record=5894;ComponentId=12378;offset=1032069,abilitycomponentexport.bin record=5894;ComponentId=12378;offset=1032069,byte_offset=1032069 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=5895;ComponentId=12379;offset=1032202,row,abilitycomponentexport.bin|record=5895;ComponentId=12379;offset=1032202,abilitycomponentexport.bin record=5895;ComponentId=12379;offset=1032202,byte_offset=1032202 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6210;ComponentId=12703;offset=1087099,row,abilitycomponentexport.bin|record=6210;ComponentId=12703;offset=1087099,abilitycomponentexport.bin record=6210;ComponentId=12703;offset=1087099,byte_offset=1087099 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6263;ComponentId=12759;offset=1096788,row,abilitycomponentexport.bin|record=6263;ComponentId=12759;offset=1096788,abilitycomponentexport.bin record=6263;ComponentId=12759;offset=1096788,byte_offset=1096788 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=9346;EntryId=9345,row,abilitydesc.txt|line=9346;EntryId=9345,abilitydesc.txt line=9346;EntryId=9345,line_number=9346 | normalized_value=You ready your blade and defiantly raise your shield to increase your Block rate by {COM_0_VAL0}% for up to {COM_0_DURA_SECONDS}. Any time you block during this time you will lash out at your attacker for {COM_3_VAL0_DAMAGE} and gain {ABIL_296_COM_0_VAL0} Hatred. | raw_value=You ready your blade and defiantly raise your shield to increase your Block rate by {COM_0_VAL0}% for up to {COM_0_DURA_SECONDS}. Any time you block during this time you will lash out at your attacker for {COM_3_VAL0_DAMAGE} and gain {ABIL_296_COM_0_VAL0} Hatred. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt
row:abilityexport.bin|record=6567;AbilityId=9345;offset=1316712,row,abilityexport.bin|record=6567;AbilityId=9345;offset=1316712,abilityexport.bin record=6567;AbilityId=9345;offset=1316712,byte_offset=1316712 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=9346;EntryId=9345,row,abilitynames.txt|line=9346;EntryId=9345,abilitynames.txt line=9346;EntryId=9345,line_number=9346 | normalized_value=None Shall Pass | raw_value=None Shall Pass^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:abilityrequirementexport.bin|record=8;RequirementId=9009;offset=586,row,abilityrequirementexport.bin|record=8;RequirementId=9009;offset=586,abilityrequirementexport.bin record=8;RequirementId=9009;offset=586,byte_offset=586 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:componenteffects.txt|line=12379;EntryId=12378,row,componenteffects.txt|line=12379;EntryId=12378,componenteffects.txt line=12379;EntryId=12378,line_number=12379 | normalized_value=Chance to block increased by <<1>>%. | raw_value=Chance to block increased by <<1>>%. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12380;EntryId=12379,row,componenteffects.txt|line=12380;EntryId=12379,componenteffects.txt line=12380;EntryId=12379,line_number=12380 | normalized_value=Gaining Hatred each time an attack is blocked. | raw_value=Gaining Hatred each time an attack is blocked. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12704;EntryId=12703,row,componenteffects.txt|line=12704;EntryId=12703,componenteffects.txt line=12704;EntryId=12703,line_number=12704 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12760;EntryId=12759,row,componenteffects.txt|line=12760;EntryId=12759,componenteffects.txt line=12760;EntryId=12759,line_number=12760 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=2568;EffectId=2481,row,effects.csv|line=2568;EffectId=2481,effects.csv line=2568;EffectId=2481,line_number=2568 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
