Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:5,Ability:9331,ApCost,ActionPoints,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,ApCost,client_bin,abilityexport.bin
claim:6,Ability:9331,CareerLine,CareerLineId,21,21,21,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,CareerLine,client_bin,abilityexport.bin
claim:2,Ability:9331,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,CastTime,client_bin,abilityexport.bin
claim:3,Ability:9331,Cooldown,Milliseconds,10000,10000,10000,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,Cooldown,client_bin,abilityexport.bin
claim:49,Ability:9331,Description,AbilityDescription,A bone chilling howl that strikes fear in all opponents {COM_1_RADI_FEET} from you. Those affected suffer {COM_1_VAL0_DAMAGE} and their chance to Block and Parry is reduced by {COM_2_VAL0}% for {COM_2_DURA_SECONDS}.,A bone chilling howl that strikes fear in all opponents {COM_1_RADI_FEET} from you. Those affected suffer {COM_1_VAL0_DAMAGE} and their chance to Block and Parry is reduced by {COM_2_VAL0}% for {COM_2_DURA_SECONDS}.,A bone chilling howl that strikes fear in all opponents {COM_1_RADI_FEET} from you. Those affected suffer {COM_1_VAL0_DAMAGE} and their chance to Block and Parry is reduced by {COM_2_VAL0}% for {COM_2_DURA_SECONDS}.,client_strings,abilitydesc.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt,line=9332;EntryId=9331,9332,0,value,localized_string,abilitydesc.txt
claim:1,Ability:9331,EffectId,EffectId,2467,2467,2467,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,EffectId,client_bin,abilityexport.bin
claim:48,Ability:9331,Name,AbilityName,Furious Howl,Furious Howl^n,Furious Howl,client_strings,abilitynames.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt,line=9332;EntryId=9331,9332,0,value,localized_string,abilitynames.txt
claim:4,Ability:9331,Range,Feet,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,Range,client_bin,abilityexport.bin
claim:45,Ability:9331,RequirementId,RequirementId,9363,9363,9363,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=6556;AbilityId=9331;offset=1314248,0,1314248,ExtData[0].Val6,Inferred,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
claim:50,Component:12361,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=12362;EntryId=12361,12362,0,value,localized_string,componenteffects.txt
