Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:4651,row:abilities.csv|line=4804;AbilityId=4651,abilities.csv,
edge:2,declared_by,ability:4651,row:abilityexport.bin|record=7226;AbilityId=4651;offset=1446505,abilityexport.bin,
edge:26,declared_by,component:343,row:abilitycomponentexport.bin|record=6792;ComponentId=343;offset=1187902,abilitycomponentexport.bin,
edge:27,declared_by,component:4611,row:abilitycomponentexport.bin|record=12058;ComponentId=4611;offset=2039552,abilitycomponentexport.bin,
edge:13,declared_by,effect:1139,row:effects.csv|line=1201;EffectId=1139,effects.csv,
edge:16,declared_by,effect:1217,row:effects.csv|line=1279;EffectId=1217,effects.csv,
edge:20,declared_by,effect:1610,row:effects.csv|line=1691;EffectId=1610,effects.csv,
edge:21,declared_by,effect:1687,row:effects.csv|line=1771;EffectId=1687,effects.csv,
edge:22,declared_by,effect:1688,row:effects.csv|line=1772;EffectId=1688,effects.csv,
edge:23,declared_by,effect:1689,row:effects.csv|line=1773;EffectId=1689,effects.csv,
edge:24,declared_by,effect:2454,row:effects.csv|line=2541;EffectId=2454,effects.csv,
edge:9,declared_by,effect:262,row:effects.csv|line=290;EffectId=262,effects.csv,
edge:12,declared_by,effect:406,row:effects.csv|line=451;EffectId=406,effects.csv,
edge:5,declared_by,effect:48,row:effects.csv|line=56;EffectId=48,effects.csv,
edge:8,declared_by,effect:48,row:effects.csv|line=58;EffectId=48,effects.csv,
edge:14,linked_effect,effect:1139,effect:262,Build Up,claim:18
edge:15,linked_effect,effect:1139,effect:48,Impact,claim:19
edge:17,linked_effect,effect:1217,effect:1687,Build Up,claim:21
edge:18,linked_effect,effect:1217,effect:1688,Activate,claim:22
edge:19,linked_effect,effect:1217,effect:1689,Impact,claim:23
edge:25,linked_effect,effect:2454,effect:2897,Impact,claim:29
edge:11,linked_effect,effect:262,effect:1217,Impact,claim:15
edge:10,linked_effect,effect:262,effect:1610,Activate,claim:14
edge:7,linked_effect,effect:48,effect:2454,Channeling,claim:11
edge:6,linked_effect,effect:48,effect:406,Impact,claim:10
edge:30,localized_component_description,component:343,row:componenteffects.txt|line=344;EntryId=343,componenteffects.txt,claim:40
edge:31,localized_component_description,component:4611,row:componenteffects.txt|line=4612;EntryId=4611,componenteffects.txt,claim:41
edge:29,localized_description,ability:4651,row:abilitydesc.txt|line=4652;EntryId=4651,abilitydesc.txt,claim:39
edge:28,localized_name,ability:4651,row:abilitynames.txt|line=4652;EntryId=4651,abilitynames.txt,claim:38
edge:33,pregame_reference,row:pregame_chars.xml|scene=newChar;char=107,ability:4651,Black Orc / Orc,
edge:32,pregame_reference,row:pregame_chars.xml|scene=selectedChar;char=29,ability:4651,Black Orc / Orc,
edge:4,uses_component,ability:4651,component:343,abilityexport.bin,
edge:3,uses_component,ability:4651,component:4611,abilityexport.bin,
