Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:7,Ability:1370,ApCost,ActionPoints,30,30,30,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,ApCost,client_bin,abilityexport.bin
claim:8,Ability:1370,CareerLine,CareerLineId,1,1,1,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,CareerLine,client_bin,abilityexport.bin
claim:4,Ability:1370,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,CastTime,client_bin,abilityexport.bin
claim:5,Ability:1370,Cooldown,Milliseconds,60000,60000,60000,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,Cooldown,client_bin,abilityexport.bin
claim:94,Ability:1370,Description,AbilityDescription,"You shatter the ground for {COM_0_RADI_FEET} around you, rooting up to four enemies in place for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.","You shatter the ground for {COM_0_RADI_FEET} around you, rooting up to four enemies in place for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.","You shatter the ground for {COM_0_RADI_FEET} around you, rooting up to four enemies in place for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.",client_strings,abilitydesc.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt,line=1371;EntryId=1370,1371,0,value,localized_string,abilitydesc.txt
claim:3,Ability:1370,EffectId,EffectId,548,548,548,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,EffectId,client_bin,abilityexport.bin
claim:2,Ability:1370,EffectId,EffectId,1370,1370,1370,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=1455;AbilityId=1370,1455,0,Effect,client_contract,abilities.csv
claim:1,Ability:1370,Name,AbilityName,Get Movin'!,Get Movin'!,Get Movin'!,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=1455;AbilityId=1370,1455,0,name,client_contract,abilities.csv
claim:93,Ability:1370,Name,AbilityName,Grip of Stone,Grip of Stone^n,Grip of Stone,client_strings,abilitynames.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt,line=1371;EntryId=1370,1371,0,value,localized_string,abilitynames.txt
claim:6,Ability:1370,Range,Feet,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=5437;AbilityId=1370;offset=1086668,0,1086668,Range,client_bin,abilityexport.bin
claim:95,Component:212,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=213;EntryId=212,213,0,value,localized_string,componenteffects.txt
claim:75,Component:212,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Duration,client_bin,abilitycomponentexport.bin
claim:76,Component:212,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Interval,client_bin,abilitycomponentexport.bin
claim:73,Component:212,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Operation,client_bin,abilitycomponentexport.bin
claim:74,Component:212,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Radius,client_bin,abilitycomponentexport.bin
claim:96,Component:324,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=325;EntryId=324,325,0,value,localized_string,componenteffects.txt
claim:79,Component:324,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6773;ComponentId=324;offset=1184055,0,1184055,Duration,client_bin,abilitycomponentexport.bin
claim:80,Component:324,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6773;ComponentId=324;offset=1184055,0,1184055,Interval,client_bin,abilitycomponentexport.bin
claim:77,Component:324,Operation,ComponentOperation,23,23,23,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6773;ComponentId=324;offset=1184055,0,1184055,Operation,client_bin,abilitycomponentexport.bin
claim:78,Component:324,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6773;ComponentId=324;offset=1184055,0,1184055,Radius,client_bin,abilitycomponentexport.bin
claim:97,Component:325,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=326;EntryId=325,326,0,value,localized_string,componenteffects.txt
claim:83,Component:325,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6774;ComponentId=325;offset=1184188,0,1184188,Duration,client_bin,abilitycomponentexport.bin
claim:84,Component:325,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6774;ComponentId=325;offset=1184188,0,1184188,Interval,client_bin,abilitycomponentexport.bin
claim:81,Component:325,Operation,ComponentOperation,23,23,23,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6774;ComponentId=325;offset=1184188,0,1184188,Operation,client_bin,abilitycomponentexport.bin
claim:82,Component:325,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6774;ComponentId=325;offset=1184188,0,1184188,Radius,client_bin,abilitycomponentexport.bin
claim:98,Component:343,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=344;EntryId=343,344,0,value,localized_string,componenteffects.txt
claim:87,Component:343,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6792;ComponentId=343;offset=1187902,0,1187902,Duration,client_bin,abilitycomponentexport.bin
claim:88,Component:343,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6792;ComponentId=343;offset=1187902,0,1187902,Interval,client_bin,abilitycomponentexport.bin
claim:85,Component:343,Operation,ComponentOperation,23,23,23,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6792;ComponentId=343;offset=1187902,0,1187902,Operation,client_bin,abilitycomponentexport.bin
claim:86,Component:343,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6792;ComponentId=343;offset=1187902,0,1187902,Radius,client_bin,abilitycomponentexport.bin
claim:99,Component:545,Description,ComponentDescription,Rooted in place.,Rooted in place.,Rooted in place.,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=546;EntryId=545,546,0,value,localized_string,componenteffects.txt
claim:91,Component:545,Duration,Milliseconds,5000,5000,5000,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=45;ComponentId=545;offset=8038,0,8038,Duration,client_bin,abilitycomponentexport.bin
claim:92,Component:545,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=45;ComponentId=545;offset=8038,0,8038,Interval,client_bin,abilitycomponentexport.bin
claim:89,Component:545,Operation,ComponentOperation,12,12,12,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=45;ComponentId=545;offset=8038,0,8038,Operation,client_bin,abilitycomponentexport.bin
claim:90,Component:545,Radius,Radius,240,240,240,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=45;ComponentId=545;offset=8038,0,8038,Radius,client_bin,abilitycomponentexport.bin
claim:36,Effect:1034,BuildUpId,EffectId,23,23,23,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1097;EffectId=1034,1097,0,Build Up,client_contract,effects.csv
claim:35,Effect:1034,Name,EffectName,Phlegmatic Spore,Phlegmatic Spore,Phlegmatic Spore,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1097;EffectId=1034,1097,0,Name,client_contract,effects.csv
claim:38,Effect:1047,ImpactId,EffectId,115,115,115,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1110;EffectId=1047,1110,0,Impact,client_contract,effects.csv
claim:37,Effect:1047,Name,EffectName,Noogie,Noogie,Noogie,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1110;EffectId=1047,1110,0,Name,client_contract,effects.csv
claim:16,Effect:115,Name,EffectName,Devour Energy,Devour Energy,Devour Energy,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=131;EffectId=115,131,0,Name,client_contract,effects.csv
claim:39,Effect:1181,Name,EffectName,Ghost Effect - General,Ghost Effect - General,Ghost Effect - General,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1243;EffectId=1181,1243,0,Name,client_contract,effects.csv
claim:40,Effect:1370,Name,EffectName,Get Movin'!,Get Movin'!,Get Movin'!,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1441;EffectId=1370,1441,0,Name,client_contract,effects.csv
claim:42,Effect:1433,ActivateId,EffectId,2972,2972,2972,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1506;EffectId=1433,1506,0,Activate,client_contract,effects.csv
claim:41,Effect:1433,Name,EffectName,Vigilance,Vigilance,Vigilance,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1506;EffectId=1433,1506,0,Name,client_contract,effects.csv
claim:43,Effect:1446,Name,EffectName,Bellow Commands,Bellow Commands,Bellow Commands,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1520;EffectId=1446,1520,0,Name,client_contract,effects.csv
claim:45,Effect:1642,ImpactId,EffectId,2063,2063,2063,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1724;EffectId=1642,1724,0,Impact,client_contract,effects.csv
claim:44,Effect:1642,Name,EffectName,Sigmar's Radiance,Sigmar's Radiance,Sigmar's Radiance,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1724;EffectId=1642,1724,0,Name,client_contract,effects.csv
claim:47,Effect:1802,ActivateId,EffectId,2740,2740,2740,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Activate,client_contract,effects.csv
claim:48,Effect:1802,ImpactId,EffectId,2744,2744,2744,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Impact,client_contract,effects.csv
claim:46,Effect:1802,Name,EffectName,Cutting Claw,Cutting Claw,Cutting Claw,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Name,client_contract,effects.csv
claim:50,Effect:1804,ImpactId,EffectId,1433,1433,1433,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1892;EffectId=1804,1892,0,Impact,client_contract,effects.csv
claim:49,Effect:1804,Name,EffectName,Guillotine,Guillotine,Guillotine,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=1892;EffectId=1804,1892,0,Name,client_contract,effects.csv
