Id,Kind,Key,Label,Properties
ability:10,ability,10,Ability 10,
component:142,component,142,Component 142,
component:2,component,2,Component 2,
component:72,component,72,Component 72,
effect:10,effect,10,Effect 10,
effect:11,effect,11,Effect 11,
effect:1181,effect,1181,Effect 1181,
effect:1298,effect,1298,Effect 1298,
effect:1446,effect,1446,Effect 1446,
effect:1701,effect,1701,Effect 1701,
effect:2256,effect,2256,Effect 2256,
effect:2719,effect,2719,Effect 2719,
effect:2720,effect,2720,Effect 2720,
effect:2806,effect,2806,Effect 2806,
effect:49,effect,49,Effect 49,
effect:646,effect,646,Effect 646,
row:abilities.csv|line=15;AbilityId=10,row,abilities.csv|line=15;AbilityId=10,abilities.csv line=15;AbilityId=10,line_number=15 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv
row:abilitycomponentexport.bin|record=6493;ComponentId=2;offset=1135397,row,abilitycomponentexport.bin|record=6493;ComponentId=2;offset=1135397,abilitycomponentexport.bin record=6493;ComponentId=2;offset=1135397,byte_offset=1135397 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6557;ComponentId=72;offset=1146813,row,abilitycomponentexport.bin|record=6557;ComponentId=72;offset=1146813,abilitycomponentexport.bin record=6557;ComponentId=72;offset=1146813,byte_offset=1146813 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6615;ComponentId=142;offset=1156903,row,abilitycomponentexport.bin|record=6615;ComponentId=142;offset=1156903,abilitycomponentexport.bin record=6615;ComponentId=142;offset=1156903,byte_offset=1156903 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=11;EntryId=10,row,abilitydesc.txt|line=11;EntryId=10,abilitydesc.txt line=11;EntryId=10,"line_number=11 | normalized_value=Your Squig slams it's head in to it's target, dealing {COM_0_VAL0_DAMAGE} and knocking them back. | raw_value=Your Squig slams it's head in to it's target, dealing {COM_0_VAL0_DAMAGE} and knocking them back. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt"
row:abilityexport.bin|record=941;AbilityId=10;offset=182731,row,abilityexport.bin|record=941;AbilityId=10;offset=182731,abilityexport.bin record=941;AbilityId=10;offset=182731,byte_offset=182731 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
