Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:74,row:abilities.csv|line=89;AbilityId=74,abilities.csv,
edge:2,declared_by,ability:74,row:abilityexport.bin|record=991;AbilityId=74;offset=193091,abilityexport.bin,
edge:6,declared_by,component:11,row:abilitycomponentexport.bin|record=6502;ComponentId=11;offset=1136990,abilitycomponentexport.bin,
edge:5,declared_by,effect:538,row:effects.csv|line=596;EffectId=538,effects.csv,
edge:4,declared_by,effect:74,row:effects.csv|line=88;EffectId=74,effects.csv,
edge:7,declared_by,requirement:9100,row:abilityrequirementexport.bin|record=99;RequirementId=9100;offset=9024,abilityrequirementexport.bin,
edge:11,localized_component_description,component:11,row:componenteffects.txt|line=12;EntryId=11,componenteffects.txt,claim:19
edge:10,localized_description,ability:74,row:abilitydesc.txt|line=75;EntryId=74,abilitydesc.txt,claim:18
edge:9,localized_name,ability:74,row:abilitynames.txt|line=75;EntryId=74,abilitynames.txt,claim:17
edge:8,requires,component:11,requirement:9100,ExtData[2].Val6,claim:16
edge:3,uses_component,ability:74,component:11,abilityexport.bin,
