Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:10,row:abilities.csv|line=15;AbilityId=10,abilities.csv,
edge:2,declared_by,ability:10,row:abilityexport.bin|record=941;AbilityId=10;offset=182731,abilityexport.bin,
edge:30,declared_by,component:142,row:abilitycomponentexport.bin|record=6615;ComponentId=142;offset=1156903,abilitycomponentexport.bin,
edge:28,declared_by,component:2,row:abilitycomponentexport.bin|record=6493;ComponentId=2;offset=1135397,abilitycomponentexport.bin,
edge:29,declared_by,component:72,row:abilitycomponentexport.bin|record=6557;ComponentId=72;offset=1146813,abilitycomponentexport.bin,
edge:6,declared_by,effect:10,row:effects.csv|line=15;EffectId=10,effects.csv,
edge:8,declared_by,effect:11,row:effects.csv|line=16;EffectId=11,effects.csv,
edge:14,declared_by,effect:1181,row:effects.csv|line=1243;EffectId=1181,effects.csv,
edge:15,declared_by,effect:1298,row:effects.csv|line=1365;EffectId=1298,effects.csv,
edge:16,declared_by,effect:1446,row:effects.csv|line=1520;EffectId=1446,effects.csv,
edge:17,declared_by,effect:1701,row:effects.csv|line=1786;EffectId=1701,effects.csv,
edge:21,declared_by,effect:2256,row:effects.csv|line=2333;EffectId=2256,effects.csv,
edge:23,declared_by,effect:2719,row:effects.csv|line=2816;EffectId=2719,effects.csv,
edge:24,declared_by,effect:2720,row:effects.csv|line=2817;EffectId=2720,effects.csv,
edge:25,declared_by,effect:2806,row:effects.csv|line=2908;EffectId=2806,effects.csv,
edge:10,declared_by,effect:49,row:effects.csv|line=57;EffectId=49,effects.csv,
edge:13,declared_by,effect:646,row:effects.csv|line=707;EffectId=646,effects.csv,
edge:7,linked_effect,effect:10,effect:2256,Impact,claim:10
edge:9,linked_effect,effect:11,effect:2806,Impact,claim:12
edge:19,linked_effect,effect:1701,effect:2719,Projectile,claim:22
edge:18,linked_effect,effect:1701,effect:2720,Build Up,claim:21
edge:20,linked_effect,effect:1701,effect:49,Impact,claim:23
edge:22,linked_effect,effect:2256,effect:1298,Impact,claim:25
edge:26,linked_effect,effect:2806,effect:1701,Activate,claim:29
edge:27,linked_effect,effect:2806,effect:646,Impact,claim:30
edge:11,linked_effect,effect:49,effect:1181,Projectile,claim:14
edge:12,linked_effect,effect:49,effect:1446,Impact,claim:15
edge:35,localized_component_description,component:142,row:componenteffects.txt|line=143;EntryId=142,componenteffects.txt,claim:47
edge:33,localized_component_description,component:2,row:componenteffects.txt|line=3;EntryId=2,componenteffects.txt,claim:45
edge:34,localized_component_description,component:72,row:componenteffects.txt|line=73;EntryId=72,componenteffects.txt,claim:46
edge:32,localized_description,ability:10,row:abilitydesc.txt|line=11;EntryId=10,abilitydesc.txt,claim:44
edge:31,localized_name,ability:10,row:abilitynames.txt|line=11;EntryId=10,abilitynames.txt,claim:43
edge:5,uses_component,ability:10,component:142,abilityexport.bin,
edge:3,uses_component,ability:10,component:2,abilityexport.bin,
edge:4,uses_component,ability:10,component:72,abilityexport.bin,
