Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:183,row:abilities.csv|line=211;AbilityId=183,abilities.csv,
edge:2,declared_by,ability:183,row:abilityexport.bin|record=1080;AbilityId=183;offset=210357,abilityexport.bin,
edge:14,declared_by,component:493,row:abilitycomponentexport.bin|record=6936;ComponentId=493;offset=1213753,abilitycomponentexport.bin,
edge:4,declared_by,effect:1,row:effects.csv|line=6;EffectId=1,effects.csv,
edge:11,declared_by,effect:1420,row:effects.csv|line=1493;EffectId=1420,effects.csv,
edge:6,declared_by,effect:183,row:effects.csv|line=202;EffectId=183,effects.csv,
edge:13,declared_by,effect:2794,row:effects.csv|line=2895;EffectId=2794,effects.csv,
edge:8,declared_by,effect:639,row:effects.csv|line=700;EffectId=639,effects.csv,
edge:10,declared_by,effect:957,row:effects.csv|line=1036;EffectId=957,effects.csv,
edge:5,linked_effect,effect:1,effect:2794,Impact,claim:10
edge:12,linked_effect,effect:1420,effect:639,Activate,claim:17
edge:7,linked_effect,effect:183,effect:1420,Impact,claim:12
edge:9,linked_effect,effect:639,effect:957,Impact,claim:14
edge:17,localized_component_description,component:493,row:componenteffects.txt|line=494;EntryId=493,componenteffects.txt,claim:25
edge:16,localized_description,ability:183,row:abilitydesc.txt|line=184;EntryId=183,abilitydesc.txt,claim:24
edge:15,localized_name,ability:183,row:abilitynames.txt|line=184;EntryId=183,abilitynames.txt,claim:23
edge:3,uses_component,ability:183,component:493,abilityexport.bin,
