Id,Kind,Key,Label,Properties
ability:9336,ability,9336,Ability 9336,
component:12395,component,12395,Component 12395,
component:127,component,127,Component 127,
component:12734,component,12734,Component 12734,
component:12735,component,12735,Component 12735,
effect:201,effect,201,Effect 201,
effect:2030,effect,2030,Effect 2030,
effect:2484,effect,2484,Effect 2484,
effect:557,effect,557,Effect 557,
effect:920,effect,920,Effect 920,
requirement:9369,requirement,9369,Requirement 9369,
requirement:9379,requirement,9379,Requirement 9379,
requirement:9389,requirement,9389,Requirement 9389,
row:abilitycomponentexport.bin|record=5911;ComponentId=12395;offset=1034924,row,abilitycomponentexport.bin|record=5911;ComponentId=12395;offset=1034924,abilitycomponentexport.bin record=5911;ComponentId=12395;offset=1034924,byte_offset=1034924 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6240;ComponentId=12734;offset=1093003,row,abilitycomponentexport.bin|record=6240;ComponentId=12734;offset=1093003,abilitycomponentexport.bin record=6240;ComponentId=12734;offset=1093003,byte_offset=1093003 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6241;ComponentId=12735;offset=1093169,row,abilitycomponentexport.bin|record=6241;ComponentId=12735;offset=1093169,abilitycomponentexport.bin record=6241;ComponentId=12735;offset=1093169,byte_offset=1093169 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6602;ComponentId=127;offset=1154778,row,abilitycomponentexport.bin|record=6602;ComponentId=127;offset=1154778,abilitycomponentexport.bin record=6602;ComponentId=127;offset=1154778,byte_offset=1154778 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=9337;EntryId=9336,row,abilitydesc.txt|line=9337;EntryId=9336,abilitydesc.txt line=9337;EntryId=9336,line_number=9337 | normalized_value=Your overwhelming hate shields you from up to {COM_1_VAL1_DAMAGE} over {COM_1_DURA_SECONDS}. | raw_value=Your overwhelming hate shields you from up to {COM_1_VAL1_DAMAGE} over {COM_1_DURA_SECONDS}. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt
row:abilityexport.bin|record=6561;AbilityId=9336;offset=1315284,row,abilityexport.bin|record=6561;AbilityId=9336;offset=1315284,abilityexport.bin record=6561;AbilityId=9336;offset=1315284,byte_offset=1315284 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=9337;EntryId=9336,row,abilitynames.txt|line=9337;EntryId=9336,abilitynames.txt line=9337;EntryId=9336,line_number=9337 | normalized_value=Shield of Rage | raw_value=Shield of Rage^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:abilityrequirementexport.bin|record=368;RequirementId=9369;offset=36082,row,abilityrequirementexport.bin|record=368;RequirementId=9369;offset=36082,abilityrequirementexport.bin record=368;RequirementId=9369;offset=36082,byte_offset=36082 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:abilityrequirementexport.bin|record=378;RequirementId=9379;offset=37068,row,abilityrequirementexport.bin|record=378;RequirementId=9379;offset=37068,abilityrequirementexport.bin record=378;RequirementId=9379;offset=37068,byte_offset=37068 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:abilityrequirementexport.bin|record=388;RequirementId=9389;offset=38054,row,abilityrequirementexport.bin|record=388;RequirementId=9389;offset=38054,abilityrequirementexport.bin record=388;RequirementId=9389;offset=38054,byte_offset=38054 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:componenteffects.txt|line=12396;EntryId=12395,row,componenteffects.txt|line=12396;EntryId=12395,componenteffects.txt line=12396;EntryId=12395,line_number=12396 | normalized_value=Absorbing up to <<1>> damage. | raw_value=Absorbing up to <<1>> damage. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12735;EntryId=12734,row,componenteffects.txt|line=12735;EntryId=12734,componenteffects.txt line=12735;EntryId=12734,line_number=12735 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12736;EntryId=12735,row,componenteffects.txt|line=12736;EntryId=12735,componenteffects.txt line=12736;EntryId=12735,line_number=12736 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=128;EntryId=127,row,componenteffects.txt|line=128;EntryId=127,componenteffects.txt line=128;EntryId=127,line_number=128 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=2097;EffectId=2030,row,effects.csv|line=2097;EffectId=2030,effects.csv line=2097;EffectId=2030,line_number=2097 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=220;EffectId=201,row,effects.csv|line=220;EffectId=201,effects.csv line=220;EffectId=201,line_number=220 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=2559;EffectId=2484,row,effects.csv|line=2559;EffectId=2484,effects.csv line=2559;EffectId=2484,line_number=2559 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=616;EffectId=557,row,effects.csv|line=616;EffectId=557,effects.csv line=616;EffectId=557,line_number=616 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
row:effects.csv|line=998;EffectId=920,row,effects.csv|line=998;EffectId=920,effects.csv line=998;EffectId=920,line_number=998 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
