Id,Kind,Key,Label,Properties
ability:9319,ability,9319,Ability 9319,
component:12340,component,12340,Component 12340,
component:12728,component,12728,Component 12728,
component:12729,component,12729,Component 12729,
effect:2455,effect,2455,Effect 2455,
effect:2898,effect,2898,Effect 2898,
requirement:9366,requirement,9366,Requirement 9366,
requirement:9376,requirement,9376,Requirement 9376,
requirement:9386,requirement,9386,Requirement 9386,
row:abilitycomponentexport.bin|record=5856;ComponentId=12340;offset=1024804,row,abilitycomponentexport.bin|record=5856;ComponentId=12340;offset=1024804,abilitycomponentexport.bin record=5856;ComponentId=12340;offset=1024804,byte_offset=1024804 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6234;ComponentId=12728;offset=1092007,row,abilitycomponentexport.bin|record=6234;ComponentId=12728;offset=1092007,abilitycomponentexport.bin record=6234;ComponentId=12728;offset=1092007,byte_offset=1092007 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6235;ComponentId=12729;offset=1092173,row,abilitycomponentexport.bin|record=6235;ComponentId=12729;offset=1092173,abilitycomponentexport.bin record=6235;ComponentId=12729;offset=1092173,byte_offset=1092173 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=9320;EntryId=9319,row,abilitydesc.txt|line=9320;EntryId=9319,abilitydesc.txt line=9320;EntryId=9319,"line_number=9320 | normalized_value=Fueled by your hatred, you push yourself ever onward and regain {COM_2_VAL0} Action Points. | raw_value=Fueled by your hatred, you push yourself ever onward and regain {COM_2_VAL0} Action Points. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt"
row:abilityexport.bin|record=6544;AbilityId=9319;offset=1311590,row,abilityexport.bin|record=6544;AbilityId=9319;offset=1311590,abilityexport.bin record=6544;AbilityId=9319;offset=1311590,byte_offset=1311590 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=9320;EntryId=9319,row,abilitynames.txt|line=9320;EntryId=9319,abilitynames.txt line=9320;EntryId=9319,line_number=9320 | normalized_value=Driven By Hate | raw_value=Driven By Hate^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
row:abilityrequirementexport.bin|record=365;RequirementId=9366;offset=35806,row,abilityrequirementexport.bin|record=365;RequirementId=9366;offset=35806,abilityrequirementexport.bin record=365;RequirementId=9366;offset=35806,byte_offset=35806 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:abilityrequirementexport.bin|record=375;RequirementId=9376;offset=36792,row,abilityrequirementexport.bin|record=375;RequirementId=9376;offset=36792,abilityrequirementexport.bin record=375;RequirementId=9376;offset=36792,byte_offset=36792 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:abilityrequirementexport.bin|record=385;RequirementId=9386;offset=37778,row,abilityrequirementexport.bin|record=385;RequirementId=9386;offset=37778,abilityrequirementexport.bin record=385;RequirementId=9386;offset=37778,byte_offset=37778 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin
row:componenteffects.txt|line=12341;EntryId=12340,row,componenteffects.txt|line=12341;EntryId=12340,componenteffects.txt line=12341;EntryId=12340,line_number=12341 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12729;EntryId=12728,row,componenteffects.txt|line=12729;EntryId=12728,componenteffects.txt line=12729;EntryId=12728,line_number=12729 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:componenteffects.txt|line=12730;EntryId=12729,row,componenteffects.txt|line=12730;EntryId=12729,componenteffects.txt line=12730;EntryId=12729,line_number=12730 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt
row:effects.csv|line=2542;EffectId=2455,row,effects.csv|line=2542;EffectId=2455,effects.csv line=2542;EffectId=2455,line_number=2542 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv
