Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:3424,row:abilities.csv|line=3560;AbilityId=3424,abilities.csv,
edge:2,declared_by,ability:3424,row:abilityexport.bin|record=363;AbilityId=3424;offset=70302,abilityexport.bin,
edge:47,declared_by,component:12515,row:abilitycomponentexport.bin|record=6027;ComponentId=12515;offset=1054741,abilitycomponentexport.bin,
edge:45,declared_by,component:142,row:abilitycomponentexport.bin|record=6615;ComponentId=142;offset=1156903,abilitycomponentexport.bin,
edge:46,declared_by,component:343,row:abilitycomponentexport.bin|record=6792;ComponentId=343;offset=1187902,abilitycomponentexport.bin,
edge:6,declared_by,effect:12,row:effects.csv|line=17;EffectId=12,effects.csv,
edge:16,declared_by,effect:1321,row:effects.csv|line=1389;EffectId=1321,effects.csv,
edge:17,declared_by,effect:1329,row:effects.csv|line=1398;EffectId=1329,effects.csv,
edge:20,declared_by,effect:1330,row:effects.csv|line=1399;EffectId=1330,effects.csv,
edge:23,declared_by,effect:1411,row:effects.csv|line=1484;EffectId=1411,effects.csv,
edge:25,declared_by,effect:1810,row:effects.csv|line=1900;EffectId=1810,effects.csv,
edge:26,declared_by,effect:2031,row:effects.csv|line=2098;EffectId=2031,effects.csv,
edge:28,declared_by,effect:2086,row:effects.csv|line=2156;EffectId=2086,effects.csv,
edge:30,declared_by,effect:2110,row:effects.csv|line=2181;EffectId=2110,effects.csv,
edge:31,declared_by,effect:2253,row:effects.csv|line=2330;EffectId=2253,effects.csv,
edge:34,declared_by,effect:2459,row:effects.csv|line=2546;EffectId=2459,effects.csv,
edge:36,declared_by,effect:2643,row:effects.csv|line=2737;EffectId=2643,effects.csv,
edge:37,declared_by,effect:2918,row:effects.csv|line=3019;EffectId=2918,effects.csv,
edge:41,declared_by,effect:3424,row:effects.csv|line=3532;EffectId=3424,effects.csv,
edge:10,declared_by,effect:406,row:effects.csv|line=451;EffectId=406,effects.csv,
edge:11,declared_by,effect:441,row:effects.csv|line=492;EffectId=441,effects.csv,
edge:13,declared_by,effect:540,row:effects.csv|line=598;EffectId=540,effects.csv,
edge:8,declared_by,effect:57,row:effects.csv|line=70;EffectId=57,effects.csv,
edge:15,declared_by,effect:630,row:effects.csv|line=691;EffectId=630,effects.csv,
edge:9,declared_by,effect:92,row:effects.csv|line=107;EffectId=92,effects.csv,
edge:7,linked_effect,effect:12,effect:2253,Projectile,claim:10
edge:19,linked_effect,effect:1329,effect:630,Impact,claim:22
edge:18,linked_effect,effect:1329,effect:92,Cast,claim:21
edge:22,linked_effect,effect:1330,effect:2110,Cast,claim:25
edge:21,linked_effect,effect:1330,effect:57,Build Up,claim:24
edge:24,linked_effect,effect:1411,effect:2918,Impact,claim:27
edge:27,linked_effect,effect:2031,effect:2459,Activate,claim:30
edge:29,linked_effect,effect:2086,effect:1411,Activate,claim:32
edge:33,linked_effect,effect:2253,effect:1329,Impact,claim:36
edge:32,linked_effect,effect:2253,effect:1330,Activate,claim:35
edge:35,linked_effect,effect:2459,effect:12,Impact,claim:38
edge:39,linked_effect,effect:2918,effect:1321,Projectile,claim:42
edge:40,linked_effect,effect:2918,effect:406,Impact,claim:43
edge:38,linked_effect,effect:2918,effect:441,Cast,claim:41
edge:43,linked_effect,effect:3424,effect:1855,Activate,claim:46
edge:44,linked_effect,effect:3424,effect:2086,Impact,claim:47
edge:42,linked_effect,effect:3424,effect:540,Build Up,claim:45
edge:12,linked_effect,effect:441,effect:1810,Channeling,claim:15
edge:14,linked_effect,effect:540,effect:2031,Impact,claim:17
edge:52,localized_component_description,component:12515,row:componenteffects.txt|line=12516;EntryId=12515,componenteffects.txt,claim:64
edge:50,localized_component_description,component:142,row:componenteffects.txt|line=143;EntryId=142,componenteffects.txt,claim:62
edge:51,localized_component_description,component:343,row:componenteffects.txt|line=344;EntryId=343,componenteffects.txt,claim:63
edge:49,localized_description,ability:3424,row:abilitydesc.txt|line=3425;EntryId=3424,abilitydesc.txt,claim:61
edge:48,localized_name,ability:3424,row:abilitynames.txt|line=3425;EntryId=3424,abilitynames.txt,claim:60
edge:3,uses_component,ability:3424,component:12515,abilityexport.bin,
edge:4,uses_component,ability:3424,component:142,abilityexport.bin,
edge:5,uses_component,ability:3424,component:343,abilityexport.bin,
