Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9344,row:abilityexport.bin|record=6566;AbilityId=9344;offset=1316452,abilityexport.bin,
edge:33,declared_by,component:12333,row:abilitycomponentexport.bin|record=5849;ComponentId=12333;offset=1023378,abilitycomponentexport.bin,
edge:34,declared_by,component:12374,row:abilitycomponentexport.bin|record=5890;ComponentId=12374;offset=1031405,abilitycomponentexport.bin,
edge:35,declared_by,component:12736,row:abilitycomponentexport.bin|record=6242;ComponentId=12736;offset=1093335,abilitycomponentexport.bin,
edge:36,declared_by,component:12737,row:abilitycomponentexport.bin|record=6243;ComponentId=12737;offset=1093501,abilitycomponentexport.bin,
edge:21,declared_by,effect:1035,row:effects.csv|line=1098;EffectId=1035,effects.csv,
edge:13,declared_by,effect:105,row:effects.csv|line=120;EffectId=105,effects.csv,
edge:25,declared_by,effect:1181,row:effects.csv|line=1243;EffectId=1181,effects.csv,
edge:26,declared_by,effect:1446,row:effects.csv|line=1520;EffectId=1446,effects.csv,
edge:14,declared_by,effect:203,row:effects.csv|line=223;EffectId=203,effects.csv,
edge:6,declared_by,effect:21,row:effects.csv|line=27;EffectId=21,effects.csv,
edge:27,declared_by,effect:2110,row:effects.csv|line=2181;EffectId=2110,effects.csv,
edge:16,declared_by,effect:219,row:effects.csv|line=239;EffectId=219,effects.csv,
edge:28,declared_by,effect:2271,row:effects.csv|line=2349;EffectId=2271,effects.csv,
edge:29,declared_by,effect:2480,row:effects.csv|line=2567;EffectId=2480,effects.csv,
edge:32,declared_by,effect:2992,row:effects.csv|line=3101;EffectId=2992,effects.csv,
edge:10,declared_by,effect:49,row:effects.csv|line=57;EffectId=49,effects.csv,
edge:19,declared_by,effect:640,row:effects.csv|line=701;EffectId=640,effects.csv,
edge:20,declared_by,effect:889,row:effects.csv|line=966;EffectId=889,effects.csv,
edge:37,declared_by,requirement:9370,row:abilityrequirementexport.bin|record=369;RequirementId=9370;offset=36174,abilityrequirementexport.bin,
edge:38,declared_by,requirement:9380,row:abilityrequirementexport.bin|record=379;RequirementId=9380;offset=37160,abilityrequirementexport.bin,
edge:39,declared_by,requirement:9390,row:abilityrequirementexport.bin|record=389;RequirementId=9390;offset=38146,abilityrequirementexport.bin,
edge:40,declared_by,requirement:9620,row:abilityrequirementexport.bin|record=556;RequirementId=9620;offset=53378,abilityrequirementexport.bin,
edge:41,declared_by,requirement:9621,row:abilityrequirementexport.bin|record=557;RequirementId=9621;offset=53470,abilityrequirementexport.bin,
edge:42,declared_by,requirement:9622,row:abilityrequirementexport.bin|record=558;RequirementId=9622;offset=53562,abilityrequirementexport.bin,
edge:43,declared_by,requirement:9623,row:abilityrequirementexport.bin|record=559;RequirementId=9623;offset=53654,abilityrequirementexport.bin,
edge:44,declared_by,requirement:9624,row:abilityrequirementexport.bin|record=560;RequirementId=9624;offset=53746,abilityrequirementexport.bin,
edge:45,declared_by,requirement:9625,row:abilityrequirementexport.bin|record=561;RequirementId=9625;offset=53838,abilityrequirementexport.bin,
edge:24,linked_effect,effect:1035,effect:105,Cast,claim:25
edge:22,linked_effect,effect:1035,effect:21,Build Up,claim:23
edge:23,linked_effect,effect:1035,effect:219,Activate,claim:24
edge:15,linked_effect,effect:203,effect:1035,Impact,claim:16
edge:9,linked_effect,effect:21,effect:49,Impact,claim:10
edge:7,linked_effect,effect:21,effect:640,Cast,claim:8
edge:8,linked_effect,effect:21,effect:889,Projectile,claim:9
edge:17,linked_effect,effect:219,effect:2110,Activate,claim:18
edge:18,linked_effect,effect:219,effect:2271,Impact,claim:19
edge:31,linked_effect,effect:2480,effect:203,Impact,claim:32
edge:30,linked_effect,effect:2480,effect:2992,Activate,claim:31
edge:11,linked_effect,effect:49,effect:1181,Projectile,claim:12
edge:12,linked_effect,effect:49,effect:1446,Impact,claim:13
edge:57,localized_component_description,component:12333,row:componenteffects.txt|line=12334;EntryId=12333,componenteffects.txt,claim:70
edge:58,localized_component_description,component:12374,row:componenteffects.txt|line=12375;EntryId=12374,componenteffects.txt,claim:71
edge:59,localized_component_description,component:12736,row:componenteffects.txt|line=12737;EntryId=12736,componenteffects.txt,claim:72
edge:60,localized_component_description,component:12737,row:componenteffects.txt|line=12738;EntryId=12737,componenteffects.txt,claim:73
edge:56,localized_description,ability:9344,row:abilitydesc.txt|line=9345;EntryId=9344,abilitydesc.txt,claim:69
edge:55,localized_name,ability:9344,row:abilitynames.txt|line=9345;EntryId=9344,abilitynames.txt,claim:68
edge:46,requires,ability:9344,requirement:9370,ExtData[0].Val6,claim:59
edge:48,requires,component:12374,requirement:9622,ExtData[7].Val6,claim:61
edge:47,requires,component:12374,requirement:9625,ExtData[6].Val6,claim:60
edge:49,requires,requirement:9370,requirement:9380,ExtData[0].Val6,claim:62
edge:50,requires,requirement:9370,requirement:9390,ExtData[1].Val6,claim:63
edge:51,requires,requirement:9622,requirement:9620,ExtData[0].Val6,claim:64
edge:52,requires,requirement:9622,requirement:9621,ExtData[1].Val6,claim:65
edge:53,requires,requirement:9625,requirement:9623,ExtData[0].Val6,claim:66
edge:54,requires,requirement:9625,requirement:9624,ExtData[1].Val6,claim:67
edge:4,uses_component,ability:9344,component:12333,abilityexport.bin,
edge:3,uses_component,ability:9344,component:12374,abilityexport.bin,
edge:2,uses_component,ability:9344,component:12736,abilityexport.bin,
edge:5,uses_component,ability:9344,component:12737,abilityexport.bin,
