Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:404,row:abilities.csv|line=467;AbilityId=404,abilities.csv,
edge:2,declared_by,ability:404,row:abilityexport.bin|record=1271;AbilityId=404;offset=247609,abilityexport.bin,
edge:8,declared_by,component:330,row:abilitycomponentexport.bin|record=6779;ComponentId=330;offset=1185249,abilitycomponentexport.bin,
edge:9,declared_by,component:467,row:abilitycomponentexport.bin|record=6914;ComponentId=467;offset=1207989,abilitycomponentexport.bin,
edge:10,declared_by,component:468,row:abilitycomponentexport.bin|record=6915;ComponentId=468;offset=1208287,abilitycomponentexport.bin,
edge:6,declared_by,effect:105,row:effects.csv|line=120;EffectId=105,effects.csv,
edge:7,declared_by,effect:404,row:effects.csv|line=449;EffectId=404,effects.csv,
edge:13,localized_component_description,component:330,row:componenteffects.txt|line=331;EntryId=330,componenteffects.txt,claim:25
edge:14,localized_component_description,component:467,row:componenteffects.txt|line=468;EntryId=467,componenteffects.txt,claim:26
edge:15,localized_component_description,component:468,row:componenteffects.txt|line=469;EntryId=468,componenteffects.txt,claim:27
edge:12,localized_description,ability:404,row:abilitydesc.txt|line=405;EntryId=404,abilitydesc.txt,claim:24
edge:11,localized_name,ability:404,row:abilitynames.txt|line=405;EntryId=404,abilitynames.txt,claim:23
edge:3,uses_component,ability:404,component:330,abilityexport.bin,
edge:4,uses_component,ability:404,component:467,abilityexport.bin,
edge:5,uses_component,ability:404,component:468,abilityexport.bin,
