Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:5,Ability:14545,ApCost,ActionPoints,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,ApCost,client_bin,abilityexport.bin
claim:6,Ability:14545,CareerLine,CareerLineId,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,CareerLine,client_bin,abilityexport.bin
claim:2,Ability:14545,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,CastTime,client_bin,abilityexport.bin
claim:3,Ability:14545,Cooldown,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,Cooldown,client_bin,abilityexport.bin
claim:27,Ability:14545,Description,AbilityDescription,Increases Strength by {COM_0_VAL0}%.<BR>Will only affect a maximum of 36 players.,Increases Strength by {COM_0_VAL0}%.<BR>Will only affect a maximum of 36 players.,Increases Strength by {COM_0_VAL0}%.<BR>Will only affect a maximum of 36 players.,client_strings,abilitydesc.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt,line=14546;EntryId=14545,14546,0,value,localized_string,abilitydesc.txt
claim:1,Ability:14545,EffectId,EffectId,405,405,405,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,EffectId,client_bin,abilityexport.bin
claim:26,Ability:14545,Name,AbilityName,Enhanced Brawn I,Enhanced Brawn I^n,Enhanced Brawn I,client_strings,abilitynames.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt,line=14546;EntryId=14545,14546,0,value,localized_string,abilitynames.txt
claim:4,Ability:14545,Range,Feet,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=3729;AbilityId=14545;offset=728091,0,728091,Range,client_bin,abilityexport.bin
claim:29,Component:14371,Description,ComponentDescription,Strength increased by <<1>>%.,Strength increased by <<1>>%.,Strength increased by <<1>>%.,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=14372;EntryId=14371,14372,0,value,localized_string,componenteffects.txt
claim:14,Component:14371,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,Duration,client_bin,abilitycomponentexport.bin
claim:15,Component:14371,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,Interval,client_bin,abilitycomponentexport.bin
claim:12,Component:14371,Operation,ComponentOperation,2,2,2,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,Operation,client_bin,abilitycomponentexport.bin
claim:13,Component:14371,Radius,Radius,720,720,720,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,Radius,client_bin,abilitycomponentexport.bin
claim:21,Component:14371,RequirementId,RequirementId,9260,9260,9260,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,ExtData[1].Val6,Inferred,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
claim:22,Component:14371,RequirementId,RequirementId,9269,9269,9269,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=9078;ComponentId=14371;offset=1549195,0,1549195,ExtData[3].Val6,Inferred,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
claim:28,Component:239,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=240;EntryId=239,240,0,value,localized_string,componenteffects.txt
claim:10,Component:239,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6700;ComponentId=239;offset=1173224,0,1173224,Duration,client_bin,abilitycomponentexport.bin
claim:11,Component:239,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6700;ComponentId=239;offset=1173224,0,1173224,Interval,client_bin,abilitycomponentexport.bin
claim:8,Component:239,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6700;ComponentId=239;offset=1173224,0,1173224,Operation,client_bin,abilitycomponentexport.bin
claim:9,Component:239,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=6700;ComponentId=239;offset=1173224,0,1173224,Radius,client_bin,abilitycomponentexport.bin
claim:7,Effect:405,Name,EffectName,Enhanced Brawn,Enhanced Brawn,Enhanced Brawn,client_csv,effects.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\effects.csv,line=450;EffectId=405,450,0,Name,client_contract,effects.csv
claim:16,Requirement:9260,RequirementId,RequirementId,9260,9260,9260,client_bin,abilityrequirementexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityrequirementexport.bin,record=259;RequirementId=9260;offset=26087,0,26087,RequirementId,client_bin,abilityrequirementexport.bin
