Id,Kind,Key,Label,Properties
ability:1,ability,1,Ability 1,
component:148,component,148,Component 148,
component:3284,component,3284,Component 3284,
component:3285,component,3285,Component 3285,
effect:1,effect,1,Effect 1,
effect:2794,effect,2794,Effect 2794,
requirement:9620,requirement,9620,Requirement 9620,
requirement:9621,requirement,9621,Requirement 9621,
requirement:9622,requirement,9622,Requirement 9622,
requirement:9623,requirement,9623,Requirement 9623,
requirement:9624,requirement,9624,Requirement 9624,
requirement:9625,requirement,9625,Requirement 9625,
row:abilities.csv|line=6;AbilityId=1,row,abilities.csv|line=6;AbilityId=1,abilities.csv line=6;AbilityId=1,line_number=6 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv
row:abilitycomponentexport.bin|record=1778;ComponentId=3284;offset=305055,row,abilitycomponentexport.bin|record=1778;ComponentId=3284;offset=305055,abilitycomponentexport.bin record=1778;ComponentId=3284;offset=305055,byte_offset=305055 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=1779;ComponentId=3285;offset=305188,row,abilitycomponentexport.bin|record=1779;ComponentId=3285;offset=305188,abilitycomponentexport.bin record=1779;ComponentId=3285;offset=305188,byte_offset=305188 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitycomponentexport.bin|record=6620;ComponentId=148;offset=1158063,row,abilitycomponentexport.bin|record=6620;ComponentId=148;offset=1158063,abilitycomponentexport.bin record=6620;ComponentId=148;offset=1158063,byte_offset=1158063 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin
row:abilitydesc.txt|line=2;EntryId=1,row,abilitydesc.txt|line=2;EntryId=1,abilitydesc.txt line=2;EntryId=1,line_number=2 | normalized_value=A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack. | raw_value=A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack. | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt
row:abilityexport.bin|record=933;AbilityId=1;offset=180915,row,abilityexport.bin|record=933;AbilityId=1;offset=180915,abilityexport.bin record=933;AbilityId=1;offset=180915,byte_offset=180915 | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin
row:abilitynames.txt|line=2;EntryId=1,row,abilitynames.txt|line=2;EntryId=1,abilitynames.txt line=2;EntryId=1,line_number=2 | normalized_value=Ard Noggin | raw_value=Ard Noggin^n | source_path=C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt
