Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9319,row:abilityexport.bin|record=6544;AbilityId=9319;offset=1311590,abilityexport.bin,
edge:7,declared_by,component:12340,row:abilitycomponentexport.bin|record=5856;ComponentId=12340;offset=1024804,abilitycomponentexport.bin,
edge:8,declared_by,component:12728,row:abilitycomponentexport.bin|record=6234;ComponentId=12728;offset=1092007,abilitycomponentexport.bin,
edge:9,declared_by,component:12729,row:abilitycomponentexport.bin|record=6235;ComponentId=12729;offset=1092173,abilitycomponentexport.bin,
edge:5,declared_by,effect:2455,row:effects.csv|line=2542;EffectId=2455,effects.csv,
edge:10,declared_by,requirement:9366,row:abilityrequirementexport.bin|record=365;RequirementId=9366;offset=35806,abilityrequirementexport.bin,
edge:11,declared_by,requirement:9376,row:abilityrequirementexport.bin|record=375;RequirementId=9376;offset=36792,abilityrequirementexport.bin,
edge:12,declared_by,requirement:9386,row:abilityrequirementexport.bin|record=385;RequirementId=9386;offset=37778,abilityrequirementexport.bin,
edge:6,linked_effect,effect:2455,effect:2898,Activate,claim:8
edge:18,localized_component_description,component:12340,row:componenteffects.txt|line=12341;EntryId=12340,componenteffects.txt,claim:29
edge:19,localized_component_description,component:12728,row:componenteffects.txt|line=12729;EntryId=12728,componenteffects.txt,claim:30
edge:20,localized_component_description,component:12729,row:componenteffects.txt|line=12730;EntryId=12729,componenteffects.txt,claim:31
edge:17,localized_description,ability:9319,row:abilitydesc.txt|line=9320;EntryId=9319,abilitydesc.txt,claim:28
edge:16,localized_name,ability:9319,row:abilitynames.txt|line=9320;EntryId=9319,abilitynames.txt,claim:27
edge:13,requires,ability:9319,requirement:9366,ExtData[0].Val6,claim:24
edge:14,requires,requirement:9366,requirement:9376,ExtData[0].Val6,claim:25
edge:15,requires,requirement:9366,requirement:9386,ExtData[1].Val6,claim:26
edge:4,uses_component,ability:9319,component:12340,abilityexport.bin,
edge:2,uses_component,ability:9319,component:12728,abilityexport.bin,
edge:3,uses_component,ability:9319,component:12729,abilityexport.bin,
