Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:7,Ability:3483,ApCost,ActionPoints,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,ApCost,client_bin,abilityexport.bin
claim:8,Ability:3483,CareerLine,CareerLineId,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,CareerLine,client_bin,abilityexport.bin
claim:4,Ability:3483,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,CastTime,client_bin,abilityexport.bin
claim:5,Ability:3483,Cooldown,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,Cooldown,client_bin,abilityexport.bin
claim:77,Ability:3483,Description,AbilityDescription,,,,client_strings,abilitydesc.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitydesc.txt,line=3484;EntryId=3483,3484,0,value,localized_string,abilitydesc.txt
claim:3,Ability:3483,EffectId,EffectId,2464,2464,2464,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,EffectId,client_bin,abilityexport.bin
claim:2,Ability:3483,EffectId,EffectId,3483,3483,3483,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=3619;AbilityId=3483,3619,0,Effect,client_contract,abilities.csv
claim:1,Ability:3483,Name,AbilityName,Azyr's Beckoning,Azyr's Beckoning,Azyr's Beckoning,client_csv,abilities.csv,C:\Users\Admin\Pictures\WAR_extracted\data\gamedata\abilities.csv,line=3619;AbilityId=3483,3619,0,name,client_contract,abilities.csv
claim:76,Ability:3483,Name,AbilityName,Exile,Exile^n,Exile,client_strings,abilitynames.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\abilitynames.txt,line=3484;EntryId=3483,3484,0,value,localized_string,abilitynames.txt
claim:6,Ability:3483,Range,Feet,3000,3000,3000,client_bin,abilityexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilityexport.bin,record=422;AbilityId=3483;offset=81748,0,81748,Range,client_bin,abilityexport.bin
claim:79,Component:12354,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=12355;EntryId=12354,12355,0,value,localized_string,componenteffects.txt
claim:66,Component:12354,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5870;ComponentId=12354;offset=1027788,0,1027788,Duration,client_bin,abilitycomponentexport.bin
claim:67,Component:12354,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5870;ComponentId=12354;offset=1027788,0,1027788,Interval,client_bin,abilitycomponentexport.bin
claim:64,Component:12354,Operation,ComponentOperation,24,24,24,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5870;ComponentId=12354;offset=1027788,0,1027788,Operation,client_bin,abilitycomponentexport.bin
claim:65,Component:12354,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5870;ComponentId=12354;offset=1027788,0,1027788,Radius,client_bin,abilitycomponentexport.bin
claim:80,Component:12355,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=12356;EntryId=12355,12356,0,value,localized_string,componenteffects.txt
claim:70,Component:12355,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5871;ComponentId=12355;offset=1027987,0,1027987,Duration,client_bin,abilitycomponentexport.bin
claim:71,Component:12355,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5871;ComponentId=12355;offset=1027987,0,1027987,Interval,client_bin,abilitycomponentexport.bin
claim:68,Component:12355,Operation,ComponentOperation,24,24,24,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5871;ComponentId=12355;offset=1027987,0,1027987,Operation,client_bin,abilitycomponentexport.bin
claim:69,Component:12355,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5871;ComponentId=12355;offset=1027987,0,1027987,Radius,client_bin,abilitycomponentexport.bin
claim:81,Component:12356,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Pictures\WAR_extracted\data\strings\english\componenteffects.txt,line=12357;EntryId=12356,12357,0,value,localized_string,componenteffects.txt
claim:74,Component:12356,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5872;ComponentId=12356;offset=1028186,0,1028186,Duration,client_bin,abilitycomponentexport.bin
claim:75,Component:12356,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5872;ComponentId=12356;offset=1028186,0,1028186,Interval,client_bin,abilitycomponentexport.bin
claim:72,Component:12356,Operation,ComponentOperation,24,24,24,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5872;ComponentId=12356;offset=1028186,0,1028186,Operation,client_bin,abilitycomponentexport.bin
claim:73,Component:12356,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Pictures\WAR_extracted\data\bin\abilitycomponentexport.bin,record=5872;ComponentId=12356;offset=1028186,0,1028186,Radius,client_bin,abilitycomponentexport.bin
