Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:14545,row:abilityexport.bin|record=3729;AbilityId=14545;offset=728091,abilityexport.bin,
edge:6,declared_by,component:14371,row:abilitycomponentexport.bin|record=9078;ComponentId=14371;offset=1549195,abilitycomponentexport.bin,
edge:5,declared_by,component:239,row:abilitycomponentexport.bin|record=6700;ComponentId=239;offset=1173224,abilitycomponentexport.bin,
edge:4,declared_by,effect:405,row:effects.csv|line=450;EffectId=405,effects.csv,
edge:7,declared_by,requirement:9260,row:abilityrequirementexport.bin|record=259;RequirementId=9260;offset=26087,abilityrequirementexport.bin,
edge:8,declared_by,requirement:9266,row:abilityrequirementexport.bin|record=265;RequirementId=9266;offset=26639,abilityrequirementexport.bin,
edge:9,declared_by,requirement:9269,row:abilityrequirementexport.bin|record=268;RequirementId=9269;offset=26915,abilityrequirementexport.bin,
edge:10,declared_by,requirement:9273,row:abilityrequirementexport.bin|record=272;RequirementId=9273;offset=27283,abilityrequirementexport.bin,
edge:11,declared_by,requirement:9274,row:abilityrequirementexport.bin|record=273;RequirementId=9274;offset=27408,abilityrequirementexport.bin,
edge:20,localized_component_description,component:14371,row:componenteffects.txt|line=14372;EntryId=14371,componenteffects.txt,claim:29
edge:19,localized_component_description,component:239,row:componenteffects.txt|line=240;EntryId=239,componenteffects.txt,claim:28
edge:18,localized_description,ability:14545,row:abilitydesc.txt|line=14546;EntryId=14545,abilitydesc.txt,claim:27
edge:17,localized_name,ability:14545,row:abilitynames.txt|line=14546;EntryId=14545,abilitynames.txt,claim:26
edge:12,requires,component:14371,requirement:9260,ExtData[1].Val6,claim:21
edge:13,requires,component:14371,requirement:9269,ExtData[3].Val6,claim:22
edge:15,requires,requirement:9269,requirement:9273,ExtData[1].Val6,claim:24
edge:14,requires,requirement:9269,requirement:9274,ExtData[0].Val6,claim:23
edge:16,requires,requirement:9274,requirement:9266,ExtData[1].Val6,claim:25
edge:2,uses_component,ability:14545,component:14371,abilityexport.bin,
edge:3,uses_component,ability:14545,component:239,abilityexport.bin,
