Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:23894,row:abilityexport.bin|record=9590;AbilityId=23894;offset=1910434,abilityexport.bin,
edge:10,declared_by,component:13282,row:abilitycomponentexport.bin|record=14494;ComponentId=13282;offset=2456897,abilitycomponentexport.bin,
edge:11,declared_by,component:24549,row:abilitycomponentexport.bin|record=15711;ComponentId=24549;offset=2658754,abilitycomponentexport.bin,
edge:12,declared_by,component:24576,row:abilitycomponentexport.bin|record=15738;ComponentId=24576;offset=2663368,abilitycomponentexport.bin,
edge:8,declared_by,component:5947,row:abilitycomponentexport.bin|record=13276;ComponentId=5947;offset=2238968,abilitycomponentexport.bin,
edge:9,declared_by,component:5949,row:abilitycomponentexport.bin|record=13278;ComponentId=5949;offset=2239300,abilitycomponentexport.bin,
edge:7,declared_by,effect:1222,row:effects.csv|line=1284;EffectId=1222,effects.csv,
edge:17,localized_component_description,component:13282,row:componenteffects.txt|line=13283;EntryId=13282,componenteffects.txt,claim:32
edge:18,localized_component_description,component:24549,row:componenteffects.txt|line=24550;EntryId=24549,componenteffects.txt,claim:33
edge:19,localized_component_description,component:24576,row:componenteffects.txt|line=24577;EntryId=24576,componenteffects.txt,claim:34
edge:15,localized_component_description,component:5947,row:componenteffects.txt|line=5948;EntryId=5947,componenteffects.txt,claim:30
edge:16,localized_component_description,component:5949,row:componenteffects.txt|line=5950;EntryId=5949,componenteffects.txt,claim:31
edge:14,localized_description,ability:23894,row:abilitydesc.txt|line=23895;EntryId=23894,abilitydesc.txt,claim:29
edge:13,localized_name,ability:23894,row:abilitynames.txt|line=23895;EntryId=23894,abilitynames.txt,claim:28
edge:6,uses_component,ability:23894,component:13282,abilityexport.bin,
edge:4,uses_component,ability:23894,component:24549,abilityexport.bin,
edge:5,uses_component,ability:23894,component:24576,abilityexport.bin,
edge:2,uses_component,ability:23894,component:5947,abilityexport.bin,
edge:3,uses_component,ability:23894,component:5949,abilityexport.bin,
