Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:9514,row:abilityexport.bin|record=6684;AbilityId=9514;offset=1340169,abilityexport.bin,
edge:5,declared_by,component:12513,row:abilitycomponentexport.bin|record=6025;ComponentId=12513;offset=1054376,abilitycomponentexport.bin,
edge:6,declared_by,component:12514,row:abilitycomponentexport.bin|record=6026;ComponentId=12514;offset=1054542,abilitycomponentexport.bin,
edge:4,declared_by,effect:2643,row:effects.csv|line=2737;EffectId=2643,effects.csv,
edge:9,localized_component_description,component:12513,row:componenteffects.txt|line=12514;EntryId=12513,componenteffects.txt,claim:18
edge:10,localized_component_description,component:12514,row:componenteffects.txt|line=12515;EntryId=12514,componenteffects.txt,claim:19
edge:8,localized_description,ability:9514,row:abilitydesc.txt|line=9515;EntryId=9514,abilitydesc.txt,claim:17
edge:7,localized_name,ability:9514,row:abilitynames.txt|line=9515;EntryId=9514,abilitynames.txt,claim:16
edge:2,uses_component,ability:9514,component:12513,abilityexport.bin,
edge:3,uses_component,ability:9514,component:12514,abilityexport.bin,
